test,classification,why,reached_cage,backend,date,party,total_paise,tax_paise,net_paise,line_items,party_known,period_open,carries_gst,lines_sum_to_total,net_plus_tax_equals_gross,debits_equal_credits,cage_reasons
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_high],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,stub,,Sharma Traders,330000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹3,300.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_top],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,stub,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_every_case_with_no_tax_question_reaches_the_expected_valid_result,C_REQUIREMENT_CHANGED,GST posting is switched off by owner decision; the test predates it,yes,typed_text,,Sharma Traders,420000,20000,,0,False,None,True,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | This bill includes GST. GST posting is switched off, so this cannot be posted automatically. Please enter this one in Tally yourself. That is the ₹4,200.00 bill from Sharma Traders. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_the_connector_never_refuses_what_the_application_called_valid,D_TEST_INVALID_OR_INCOMPLETE,the test failed without ever reaching the cage - it is not a cage question,no,,,,,,,,,None,,,,,
tests/test_idempotency.py::test_the_same_typed_entry_submitted_twice_creates_two_drafts_and_two_vouchers,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_double_click_needs_no_race_to_produce_the_second_voucher,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_nothing_asks_or_flags_when_the_same_entry_arrives_a_second_time,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_the_two_vouchers_from_one_double_click_carry_different_markers,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_posting_the_same_draft_twice_writes_one_voucher_and_moves_nothing,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_refused_replay_leaves_durable_rows_and_no_second_posted_row,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_replay_that_carries_no_log_still_cannot_write_twice,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_write_whose_read_back_vanished_is_not_retried_into_a_second_voucher,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_an_unknown_outcome_is_written_down_before_any_retry_is_attempted,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_read_back_that_raises_leaves_one_voucher_and_a_retry_that_refuses,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_replaying_the_answer_that_posted_an_entry_writes_no_second_voucher,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_idempotency.py::test_the_refused_replay_is_recorded_and_reports_no_second_posting,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_idempotency.py::test_reversing_the_same_operation_twice_moves_the_books_once,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_two_previews_in_a_row_reverse_nothing_between_them,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_an_operation_id_that_was_reversed_is_never_written_again,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_reversal_marks_the_identity_spent_rather_than_freeing_it,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_refused_replay_writes_no_write_attempted_row,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_reversed_then_replayed_entry_is_refused_in_the_browser,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_idempotency.py::test_a_duplicate_refusal_is_never_recorded_as_an_unknown_outcome,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_the_duplicate_row_says_the_older_voucher_is_the_real_one,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_marker_on_two_vouchers_refuses_every_path_and_deletes_neither,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_bulk_reversal_over_an_ambiguous_marker_reverses_nothing,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_evaluating_a_draft_repeatedly_never_mints_a_second_identity,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_two_drafts_of_the_same_text_never_share_an_identity,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_idempotency.py::test_a_voucher_we_did_not_write_is_never_swept_up_by_a_replay,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_ledger_placement.py::test_a_refused_placement_is_recorded_by_the_existing_write_ahead_row,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_lifecycle.py::test_a_reversal_reports_the_exact_paise_that_moved_back,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_lifecycle.py::test_a_reversal_that_says_yes_and_moves_nothing_is_refused,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_lifecycle.py::test_a_reversal_that_moves_the_wrong_amount_is_refused_and_names_both,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_lifecycle.py::test_the_draft_level_reverse_goes_through_the_same_doorway,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_no_reader.py::test_no_module_outside_the_allow_list_names_the_work_of_reading,D_TEST_INVALID_OR_INCOMPLETE,the test failed without ever reaching the cage - it is not a cage question,no,,,,,,,,,None,,,,,
tests/test_observability.py::test_a_reversal_is_counted_from_the_row_the_undo_button_writes,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_observability.py::test_a_durable_audit_row_can_be_joined_to_the_log_lines_that_made_it,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_observability.py::test_a_measured_zero_is_still_written_as_zero,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_observability.py::test_a_refused_replay_is_counted_now_that_it_has_a_row_of_its_own,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_operation_identity.py::test_one_operation_id_reaches_the_draft_decision_narration_log_and_reversal,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
