failure_id,test_name,fixture,document_type,expected_status,actual_status,blocking_guard,reason_code,classification,evidence,required_code_change,required_test_change,safety_impact,final_disposition
F-134,tests/test_pipeline.py::test_swapping_the_backend_changes_no_pipeline_code,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-135,tests/test_pipeline_isolation.py::test_a_correction_recorded_on_one_company_leaves_the_other_unchanged,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-136,tests/test_pipeline_isolation.py::test_one_vendor_name_two_companies_two_accounts_and_neither_is_conflicted,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-137,tests/test_pipeline_isolation.py::test_opening_the_next_company_stops_the_previous_ones_mapping_answering,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-138,tests/test_reversal_guard.py::test_a_bulk_reversal_row_names_the_person_who_confirmed_it,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-139,tests/test_reversal_guard.py::test_a_colleague_cannot_confirm_a_batch_they_were_never_shown,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-140,tests/test_reversal_guard.py::test_a_confirmation_with_no_preview_at_all_still_reverses_nothing,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-141,tests/test_reversal_guard.py::test_reversing_an_operation_id_we_never_wrote_changes_nothing,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-142,tests/test_reversal_guard.py::test_reversing_our_own_voucher_returns_the_books_to_the_paise,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-143,tests/test_reversal_guard.py::test_the_person_who_previewed_can_still_confirm,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-144,tests/test_reversal_guard.py::test_the_preview_itself_reverses_nothing,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-145,tests/test_reversal_recovery.py::test_the_activity_log_shows_the_refused_bulk_run_rather_than_swallowing_it,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'completed' not in '""><b>comple...of ours in &'",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-146,tests/test_reversal_recovery.py::test_the_web_single_undo_refuses_when_the_backup_record_is_gone,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: <!doctype html><meta charset=utf-8>,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-147,tests/test_reversal_recovery.py::test_the_web_undo_everything_confirmation_removes_nothing_without_a_backup,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,assert 'completed' not in '<!doctype h...back</a></p>',none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-148,tests/test_reversal_recovery.py::test_the_web_undo_everything_preview_refuses_when_the_backup_record_is_gone,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-149,tests/test_stale_memory_conflict.py::test_a_vendor_with_one_consistent_account_never_disagrees_with_itself,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-150,tests/test_stale_memory_conflict.py::test_memory_that_was_right_at_bootstrap_goes_stale_when_tally_is_typed_into,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-151,tests/test_stale_memory_conflict.py::test_one_vendor_disagrees_and_the_company_s_other_vendor_is_untouched,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-152,tests/test_stale_memory_conflict.py::test_the_person_s_answer_resolves_the_conflict_and_the_entry_is_decided_again,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-153,tests/test_startup_path.py::test_running_the_readme_command_reaches_the_apps_own_entry_point,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: /Users/tanveersidhu/ACCOUNTANT/.venv/bin/python -m accountant.web.app was still running after 15.0s and never printed the banner that ,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-154,tests/test_user_journey.py::test_a_colleague_cannot_confirm_the_undo_everything_they_were_never_shown,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-155,tests/test_user_journey.py::test_a_colleague_in_the_same_tenant_sees_the_company_that_was_posted_to,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-156,tests/test_user_journey.py::test_a_reversed_operation_id_cannot_be_written_a_second_time,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-157,tests/test_user_journey.py::test_an_unknown_vendor_asks_twice_and_then_posts_the_exact_paise,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-158,tests/test_user_journey.py::test_another_tenants_session_is_refused_before_it_can_touch_these_books,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-159,tests/test_user_journey.py::test_local_development_needs_no_credential_and_still_names_an_actor,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-160,tests/test_user_journey.py::test_replaying_the_answer_that_posted_writes_no_second_voucher,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-161,tests/test_user_journey.py::test_the_audit_row_for_that_posting_names_the_tenant_and_the_user,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-162,tests/test_user_journey.py::test_the_audit_trail_survives_the_server_being_stopped_and_started_again,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-163,tests/test_user_journey.py::test_the_whole_journey_runs_in_order_against_one_server,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-164,tests/test_user_journey.py::test_undoing_the_posting_returns_the_trial_balance_to_the_paise,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),needs a posted entry that never exists,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: the entry did not post, so there is nothing to reverse",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-165,tests/test_web.py::test_a_known_vendor_posts_without_asking,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-166,tests/test_web.py::test_a_posted_entry_reaches_the_page_with_its_outcome,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'data-outcome=""valid""' in '<div class=ev data-outcome=""not_valid"" data-action=""blocked""><b>not_valid</b> <span class=muted>15 Aug 18:31</span><",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-167,tests/test_web.py::test_an_answer_is_remembered_so_the_same_vendor_is_not_asked_twice,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'posted' in '<!doctype html><meta charset=utf-8>\n<meta name=viewport content=""width=device-width,initial-scale=1"">\n<title>accoun...></tr></ta",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-168,tests/test_web.py::test_an_answer_is_stored_under_the_vendor_key_not_the_typed_spelling,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'posted' in '<!doctype html><meta charset=utf-8>\n<meta name=viewport content=""width=device-width,initial-scale=1"">\n<title>accoun...></tr></ta",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-169,tests/test_web.py::test_answering_the_question_posts_the_entry,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-170,tests/test_web.py::test_reversing_removes_exactly_that_voucher,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: assert {'Purchases': 17495000, 'Cash': -51239000, 'Repairs & Maintenance': 366000, 'Printing & Stationery': 606000, ...} != {'Purchase",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-171,tests/test_web.py::test_the_amount_reaches_tally_as_integer_paise,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,IndexError: tuple index out of range,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-172,tests/test_web.py::test_the_log_states_why_and_not_only_what,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'data-action=""posted""' in '<div class=ev data-outcome=""not_valid"" data-action=""blocked""><b>not_valid</b> <span class=muted>15 Aug 18:31</span><",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-173,tests/test_web.py::test_what_we_wrote_is_listed_with_its_operation_id,web fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id in page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
